65,3,-24.833333333333332,252,276
142,4,-37.375,255,269
85,3,33.5,285,284
152,3,-33.166666666666664,253,284
148,3,0.16666666666666666,252,255
205,3,16.833333333333332,277,267
89,2,-24.75,266,272
111,3,-33.166666666666664,280,269
173,4,-37.375,285,268
92,2,-24.75,270,264
93,2,-24.75,262,255
94,2,-24.75,268,277
145,4,-37.375,265,261
88,3,33.5,285,283
97,2,12.75,284,281
98,2,12.75,258,285
196,3,16.833333333333332,272,276
100,2,12.75,268,281
124,3,33.5,253,260
102,2,25.25,254,252
165,5,-39.9,279,253
197,3,25.166666666666668,252,257
63,2,-24.75,280,257
64,2,-24.75,284,268
66,5,-39.9,266,257
68,4,-31.125,283,259
69,2,12.75,285,261
178,2,-24.75,258,269
181,5,-39.9,277,255
105,3,-33.166666666666664,268,252
81,5,-39.9,260,265
77,4,-37.375,258,263
108,3,-33.166666666666664,266,279
122,3,-33.166666666666664,278,260
136,5,40.1,254,285
78,2,25.25,270,269
72,4,25.125,283,273
80,2,-24.75,252,283
99,3,-33.166666666666664,283,254
170,3,-8.166666666666666,266,280
106,2,-24.75,261,277
107,2,-24.75,275,261
179,4,25.125,259,285
109,2,25.25,260,255
198,4,6.375,285,253
84,5,40.1,254,282
201,3,-33.166666666666664,256,253
76,3,25.166666666666668,263,285
203,4,-37.375,282,265
116,2,-24.75,275,271
117,2,-24.75,256,261
175,3,25.166666666666668,256,266
119,2,-12.25,252,275
172,5,40.1,282,261
113,5,20.1,271,276
79,4,-31.125,282,259
195,4,-37.375,271,282
123,2,-12.25,277,259
171,3,-16.5,274,285
67,3,33.5,282,285
151,3,-33.166666666666664,254,265
118,4,-37.375,277,265
128,2,25.25,283,260
129,2,25.25,283,282
131,2,-12.25,280,276
132,2,-24.75,271,279
90,3,-8.166666666666666,267,273
134,2,-24.75,272,262
135,2,-12.25,280,272
127,3,16.833333333333332,274,255
138,2,25.25,262,261
139,2,-24.75,254,262
133,4,37.625,253,282
167,2,-24.75,279,285
114,3,-33.166666666666664,265,257
144,2,-24.75,272,265
169,5,-14.9,272,270
83,4,37.625,267,265
146,4,18.875,281,261
120,4,-37.375,279,267
147,2,12.75,275,254
126,3,16.833333333333332,269,267
125,4,18.875,260,254
103,3,16.833333333333332,260,282
153,4,37.625,262,267
192,6,41.75,260,274
73,3,33.5,258,262
154,2,12.75,265,278
200,5,-39.9,279,260
115,3,33.5,259,257
180,2,-24.75,253,264
155,3,16.833333333333332,260,275
159,2,-24.75,268,279
160,2,-24.75,257,275
161,2,-24.75,262,280
157,3,33.5,267,261
162,2,-12.25,253,278
163,2,-24.75,266,253
164,2,-12.25,261,276
95,4,-37.375,265,275
168,2,12.75,277,285
86,4,31.375,279,278
62,3,33.5,255,282
82,3,-33.166666666666664,256,252
87,3,33.5,258,256
156,4,18.875,282,273
174,2,-12.25,260,270
91,3,-33.166666666666664,258,279
166,3,-33.166666666666664,253,263
176,2,25.25,261,283
184,3,16.833333333333332,274,275
190,3,-33.166666666666664,259,272
177,2,25.25,258,257
121,3,-33.166666666666664,272,278
182,2,-24.75,275,255
183,2,-12.25,254,271
101,3,-24.833333333333332,267,275
112,5,20.1,253,262
137,4,31.375,268,269
186,2,25.25,267,264
187,2,-24.75,265,283
104,3,33.5,255,254
189,2,-24.75,272,273
71,3,16.833333333333332,270,275
191,2,-12.25,285,280
185,3,-33.166666666666664,262,273
193,2,25.25,276,265
194,2,-24.75,256,279
143,5,40.1,284,283
70,7,42.92857142857143,259,258
188,3,-33.166666666666664,255,280
141,3,-33.166666666666664,264,280
150,3,-33.166666666666664,266,268
110,5,-39.9,264,260
158,5,0.1,270,261
140,4,18.875,281,275
149,3,-16.5,254,281
202,2,-12.25,280,261
130,3,-33.166666666666664,280,265
75,3,-33.166666666666664,262,284
204,2,12.75,275,283
74,4,-37.375,264,282
199,3,-24.833333333333332,273,274
206,2,-24.75,273,268
313,5,-9.9,274,254
232,3,-33.166666666666664,254,258
96,3,33.5,252,262
209,2,-12.25,275,280
210,2,25.25,262,282
211,2,12.75,271,268
222,3,-33.166666666666664,278,267
213,2,-24.75,266,271
215,2,-24.75,282,272
255,3,-33.166666666666664,258,264
212,3,33.5,267,266
219,2,-24.75,284,272
220,2,-24.75,263,257
221,2,-24.75,265,269
275,2,-24.75,270,265
224,2,12.75,281,266
225,2,25.25,267,274
226,2,-24.75,265,259
345,3,-33.166666666666664,272,263
229,4,-31.125,280,283
305,2,25.25,263,262
311,3,0.16666666666666666,264,276
231,2,-24.75,261,279
223,4,-37.375,280,273
347,3,-33.166666666666664,265,252
233,2,12.75,256,281
234,2,-24.75,267,272
249,4,37.625,263,267
326,4,-37.375,264,271
237,2,12.75,276,254
238,2,-12.25,264,277
239,2,25.25,278,277
240,2,-24.75,277,271
241,2,-24.75,252,266
242,2,-12.25,271,252
243,2,12.75,257,260
244,2,12.75,280,282
246,2,-24.75,269,273
230,3,33.5,258,252
248,2,25.25,252,278
250,2,25.25,256,283
251,2,12.75,278,281
252,2,-24.75,269,272
253,2,12.75,276,260
254,2,-24.75,266,263
289,3,-33.166666666666664,268,254
256,2,-24.75,255,270
257,2,-24.75,264,273
258,2,-12.25,260,280
259,2,25.25,277,281
320,2,-24.75,275,263
306,2,12.75,284,276
282,3,-33.166666666666664,272,260
264,2,-24.75,265,271
307,2,-12.25,274,280
276,2,-24.75,279,281
267,2,-24.75,260,268
268,2,12.75,281,260
218,3,25.166666666666668,276,281
266,3,-33.166666666666664,266,261
348,3,-33.166666666666664,257,279
207,3,-33.166666666666664,254,280
208,3,-33.166666666666664,268,259
273,2,-24.75,257,278
235,3,-33.166666666666664,283,263
274,2,12.75,284,254
346,3,33.5,256,257
321,2,-24.75,271,256
216,3,-33.166666666666664,253,261
280,2,-12.25,252,274
281,2,-24.75,276,278
323,3,-33.166666666666664,271,255
265,3,-33.166666666666664,261,269
283,2,12.75,277,269
247,3,16.833333333333332,256,264
285,2,-24.75,268,256
286,2,-24.75,263,264
287,2,-24.75,268,278
279,4,31.375,274,261
271,3,25.166666666666668,285,256
214,3,-33.166666666666664,279,273
291,2,-24.75,279,282
290,3,-24.833333333333332,285,270
293,2,-24.75,281,258
308,2,12.75,278,255
295,2,-24.75,268,282
297,2,12.75,273,254
298,2,-24.75,270,259
227,3,-24.833333333333332,277,256
245,3,-33.166666666666664,264,268
299,2,-12.25,273,275
300,2,-24.75,280,284
236,3,-33.166666666666664,263,271
294,5,-39.9,262,269
288,3,-33.166666666666664,253,277
303,2,-24.75,261,264
304,2,-12.25,280,267
263,3,16.833333333333332,257,277
301,3,33.5,255,267
309,2,-24.75,274,257
278,3,-33.166666666666664,253,269
228,4,37.625,252,260
334,2,12.75,269,260
269,3,-33.166666666666664,266,275
314,2,-24.75,284,279
315,2,-24.75,262,268
316,2,12.75,264,274
317,3,-33.166666666666664,264,269
319,2,-24.75,277,260
337,3,-33.166666666666664,275,262
261,3,-33.166666666666664,268,272
217,3,33.5,280,278
322,2,25.25,268,270
270,3,-33.166666666666664,263,280
324,2,-24.75,252,279
325,2,-24.75,254,270
310,3,0.16666666666666666,284,271
327,2,-24.75,259,262
329,2,12.75,284,267
330,2,-24.75,278,261
318,4,-37.375,273,263
331,2,25.25,261,263
260,3,-33.166666666666664,255,283
333,2,12.75,285,275
296,3,16.833333333333332,276,263
272,3,-24.833333333333332,283,274
292,3,-33.166666666666664,271,267
336,2,-24.75,263,279
262,3,16.833333333333332,281,257
338,2,-24.75,268,276
339,2,12.75,258,260
328,3,25.166666666666668,268,275
340,2,-24.75,264,272
341,2,-24.75,265,273
284,3,16.833333333333332,270,267
342,2,25.25,253,267
343,2,12.75,281,270
312,3,-33.166666666666664,254,257
302,3,-33.166666666666664,270,263
332,3,-33.166666666666664,277,280
335,3,-33.166666666666664,279,269
349,2,12.75,264,281
350,2,-24.75,283,272
344,3,-33.166666666666664,278,274
351,2,-24.75,255,268
457,2,12.75,273,285
353,2,-24.75,285,278
355,2,-24.75,260,271
356,2,12.75,265,281
458,2,12.75,261,252
358,2,-12.25,276,285
372,3,-33.166666666666664,257,261
360,2,-24.75,259,273
361,2,-24.75,262,256
362,2,-24.75,263,277
363,2,25.25,256,255
366,2,12.75,283,277
459,2,-24.75,270,283
368,2,-12.25,281,283
369,2,-24.75,258,267
370,2,12.75,255,263
371,2,-24.75,253,283
373,2,-24.75,255,258
374,2,12.75,266,283
375,2,12.75,273,260
376,2,-24.75,262,266
377,2,-24.75,279,262
378,2,12.75,281,253
379,2,-24.75,279,270
380,2,-12.25,282,276
381,2,-24.75,252,277
382,2,-12.25,283,276
364,3,-33.166666666666664,268,265
383,2,-24.75,284,264
357,3,-33.166666666666664,269,252
384,2,-24.75,272,257
385,2,25.25,254,263
386,2,-24.75,261,271
387,2,-24.75,276,259
388,2,12.75,269,281
389,2,-24.75,278,258
390,2,-24.75,272,279
359,3,33.5,254,261
391,2,12.75,282,267
352,3,-33.166666666666664,269,271
392,2,-24.75,271,278
277,4,37.625,266,265
393,2,-24.75,266,282
394,2,-24.75,257,276
460,2,-24.75,269,263
397,2,-12.25,275,282
398,2,-24.75,260,263
399,2,12.75,277,284
400,2,12.75,252,267
401,2,12.75,285,262
402,2,-24.75,259,255
502,2,-24.75,259,266
404,2,-24.75,258,274
405,2,12.75,270,276
365,3,25.166666666666668,278,269
407,2,12.75,276,253
408,2,-24.75,279,265
409,2,25.25,264,265
452,2,-24.75,271,253
453,2,-24.75,258,270
454,2,-24.75,266,278
396,3,-33.166666666666664,273,278
403,3,16.833333333333332,267,285
395,3,-24.833333333333332,275,284
455,2,12.75,267,276
354,4,37.625,256,269
406,3,33.5,262,257
367,3,25.166666666666668,277,266
456,2,-24.75,272,277
